classCode,coverage,construction,buildingGroup1,buildingGroup2,contentsGroup1,contentsGroup2,abcGroup1,abcGroup2
0912,Contents,"Joisted Masonry",0.2930,0.293,0.293,0.293,0.293,0.293
0078,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0582,Building,Non-Comb.,0.1140,0.114,0.114,0.114,0.114,0.114
1211,Contents,"Joisted Masonry",0.1610,0.161,0.161,0.161,0.161,0.161
0580,Contents,Non-Comb.,0.1660,0.166,0.166,0.166,0.166,0.166
0851,Contents,"Joisted Masonry",0.0530,0.053,0.053,0.053,0.053,0.053
1751,Building,"Fire Res",0.0620,0.062,0.062,0.062,0.062,0.062
2350,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0940,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0512,Contents,"Joisted Masonry",0.1420,0.142,0.142,0.142,0.142,0.142
0331,Contents,Frame,0.0500,0.05,0.05,0.05,0.05,0.05
0923,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0757,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
1211,Building,"Joisted Masonry",0.1380,0.138,0.138,0.138,0.138,0.138
0581,Contents,"Fire Res",0.1300,0.13,0.13,0.13,0.13,0.13
0531,Contents,Non-Comb.,0.1580,0.158,0.158,0.158,0.158,0.158
0321,ABC,Frame,0.2700,0.27,0.27,0.27,0.27,0.27
0322,Building,Non-Comb.,0.1240,0.124,0.124,0.124,0.124,0.124
1400,Contents,Frame,0.4010,0.401,0.401,0.401,0.401,0.401
0564,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
1211,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0852,Building,"Joisted Masonry",0.0480,0.048,0.048,0.048,0.048,0.048
0074,Contents,"Fire Res",0.0920,0.092,0.092,0.092,0.092,0.092
0742,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0834,Building,Non-Comb.,0.1650,0.165,0.165,0.165,0.165,0.165
0913,Building,Non-Comb.,0.1390,0.139,0.139,0.139,0.139,0.139
0921,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1400,Contents,"Joisted Masonry",0.3610,0.361,0.361,0.361,0.361,0.361
0580,Contents,Frame,0.1940,0.194,0.194,0.194,0.194,0.194
0757,ABC,Frame,0.0000,0,0,0,0,0
2350,Contents,Frame,0.2970,0.297,0.297,0.297,0.297,0.297
0900,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0844,ABC,Frame,0.0000,0,0,0,0,0
0561,Building,Frame,0.1170,0.117,0.117,0.117,0.117,0.117
0333,Building,Non-Comb.,0.0450,0.045,0.045,0.045,0.045,0.045
0582,ABC,Frame,0.1850,0.185,0.185,0.185,0.185,0.185
2459,ABC,Non-Comb.,0.0000,0,0,0,0,0
0846,Contents,"Fire Res",0.1340,0.134,0.134,0.134,0.134,0.134
0831,Contents,Non-Comb.,0.1150,0.115,0.115,0.115,0.115,0.115
0745,Contents,Frame,0.1030,0.103,0.103,0.103,0.103,0.103
0931,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0561,Contents,"Joisted Masonry",0.1720,0.172,0.172,0.172,0.172,0.172
0702,Contents,Frame,0.1160,0.116,0.116,0.116,0.116,0.116
0952,Building,"Mas Non-Comb",0.0890,0.089,0.089,0.089,0.089,0.089
0541,Contents,Frame,0.3760,0.376,0.376,0.376,0.376,0.376
1700,Building,Frame,0.1600,0.16,0.16,0.16,0.16,0.16
0531,Contents,Frame,0.1870,0.187,0.187,0.187,0.187,0.187
0757,Contents,Non-Comb.,0.1370,0.137,0.137,0.137,0.137,0.137
0079,Contents,"Joisted Masonry",0.1130,0.113,0.113,0.113,0.113,0.113
0923,Building,"Joisted Masonry",0.0690,0.069,0.069,0.069,0.069,0.069
0323,ABC,Frame,0.2700,0.27,0.27,0.27,0.27,0.27
0742,Building,Non-Comb.,0.1740,0.174,0.174,0.174,0.174,0.174
0701,Building,"Mas Non-Comb",0.1050,0.105,0.105,0.105,0.105,0.105
0843,Contents,"Fire Res",0.0770,0.077,0.077,0.077,0.077,0.077
0831,Contents,"Fire Res",0.0960,0.096,0.096,0.096,0.096,0.096
0343,Contents,"Mas Non-Comb",0.0750,0.075,0.075,0.075,0.075,0.075
1700,Building,"Fire Res",0.0960,0.096,0.096,0.096,0.096,0.096
1751,Building,"Joisted Masonry",0.0930,0.093,0.093,0.093,0.093,0.093
0332,Contents,"Mas Non-Comb",0.0370,0.037,0.037,0.037,0.037,0.037
1650,Contents,"Joisted Masonry",0.2230,0.223,0.223,0.223,0.223,0.223
0323,ABC,"Joisted Masonry",0.2420,0.242,0.242,0.242,0.242,0.242
0743,Building,"Mas Non-Comb",0.1410,0.141,0.141,0.141,0.141,0.141
0851,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0333,Building,Frame,0.0560,0.056,0.056,0.056,0.056,0.056
0074,Building,"Fire Res",0.0780,0.078,0.078,0.078,0.078,0.078
0545,ABC,Non-Comb.,0.0000,0,0,0,0,0
0322,Contents,Frame,0.2310,0.231,0.231,0.231,0.231,0.231
0567,ABC,"Fire Res",0.0000,0,0,0,0,0
4809,Contents,"Joisted Masonry",0.1200,0.12,0.12,0.12,0.12,0.12
0520,ABC,Frame,0.0000,0,0,0,0,0
1220,Contents,Frame,0.1550,0.155,0.155,0.155,0.155,0.155
0932,Building,"Mas Non-Comb",0.0670,0.067,0.067,0.067,0.067,0.067
0531,Contents,"Mas Non-Comb",0.1400,0.14,0.14,0.14,0.14,0.14
0533,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
2800,ABC,Non-Comb.,0.0000,0,0,0,0,0
0566,ABC,Non-Comb.,0.0000,0,0,0,0,0
0744,Building,"Mas Non-Comb",0.1410,0.141,0.141,0.141,0.141,0.141
0333,Building,"Joisted Masonry",0.0510,0.051,0.051,0.051,0.051,0.051
0074,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
4809,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0534,Contents,"Fire Res",0.1360,0.136,0.136,0.136,0.136,0.136
0313,Contents,"Fire Res",0.0800,0.08,0.08,0.08,0.08,0.08
0746,Contents,"Joisted Masonry",0.0920,0.092,0.092,0.092,0.092,0.092
0940,Contents,Frame,0.0690,0.069,0.069,0.069,0.069,0.069
1070,ABC,"Fire Res",0.0000,0,0,0,0,0
0550,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0922,ABC,Non-Comb.,0.0000,0,0,0,0,0
1213,Building,"Joisted Masonry",0.0960,0.096,0.096,0.096,0.096,0.096
0313,ABC,"Fire Res",0.0000,0,0,0,0,0
0834,Building,"Mas Non-Comb",0.1340,0.134,0.134,0.134,0.134,0.134
1052,Building,Frame,0.1040,0.104,0.104,0.104,0.104,0.104
3409,Contents,"Mas Non-Comb",0.1230,0.123,0.123,0.123,0.123,0.123
0342,Contents,"Fire Res",0.0690,0.069,0.069,0.069,0.069,0.069
0533,ABC,"Fire Res",0.0000,0,0,0,0,0
0323,Contents,"Joisted Masonry",0.2070,0.207,0.207,0.207,0.207,0.207
0570,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0934,Building,Frame,0.1150,0.115,0.115,0.115,0.115,0.115
0911,Building,"Joisted Masonry",0.1790,0.179,0.179,0.179,0.179,0.179
2800,Contents,"Fire Res",0.1820,0.182,0.182,0.182,0.182,0.182
0197,Building,Frame,0.0810,0.081,0.081,0.081,0.081,0.081
0562,Contents,"Joisted Masonry",0.1920,0.192,0.192,0.192,0.192,0.192
0077,Contents,"Joisted Masonry",0.1130,0.113,0.113,0.113,0.113,0.113
0951,Contents,"Mas Non-Comb",0.3350,0.335,0.335,0.335,0.335,0.335
0198,Contents,"Mas Non-Comb",0.0670,0.067,0.067,0.067,0.067,0.067
0900,ABC,Frame,0.0000,0,0,0,0,0
0931,Contents,"Fire Res",0.0600,0.06,0.06,0.06,0.06,0.06
0913,ABC,Frame,0.0000,0,0,0,0,0
0533,Contents,Non-Comb.,0.1560,0.156,0.156,0.156,0.156,0.156
0550,Contents,"Mas Non-Comb",0.1440,0.144,0.144,0.144,0.144,0.144
0851,Contents,Non-Comb.,0.0500,0.05,0.05,0.05,0.05,0.05
0841,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0742,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1150,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0311,ABC,Non-Comb.,0.0000,0,0,0,0,0
0932,Building,Non-Comb.,0.0830,0.083,0.083,0.083,0.083,0.083
0512,ABC,Non-Comb.,0.0000,0,0,0,0,0
0322,Building,"Mas Non-Comb",0.1000,0.1,0.1,0.1,0.1,0.1
0332,Building,"Joisted Masonry",0.0510,0.051,0.051,0.051,0.051,0.051
0311,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
1752,Building,"Joisted Masonry",0.0870,0.087,0.087,0.087,0.087,0.087
0582,Contents,Non-Comb.,0.1420,0.142,0.142,0.142,0.142,0.142
0078,ABC,"Fire Res",0.0000,0,0,0,0,0
0562,Building,"Fire Res",0.0800,0.08,0.08,0.08,0.08,0.08
0077,Building,"Fire Res",0.0720,0.072,0.072,0.072,0.072,0.072
1700,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0075,Contents,"Mas Non-Comb",0.0990,0.099,0.099,0.099,0.099,0.099
0922,Contents,Frame,0.1400,0.14,0.14,0.14,0.14,0.14
0742,Building,Frame,0.2180,0.218,0.218,0.218,0.218,0.218
2350,Contents,"Mas Non-Comb",0.2210,0.221,0.221,0.221,0.221,0.221
0580,Building,Non-Comb.,0.0980,0.098,0.098,0.098,0.098,0.098
0196,Contents,Frame,0.0900,0.09,0.09,0.09,0.09,0.09
0342,Contents,"Joisted Masonry",0.0900,0.09,0.09,0.09,0.09,0.09
0834,Contents,"Joisted Masonry",0.1890,0.189,0.189,0.189,0.189,0.189
0845,Contents,"Joisted Masonry",0.0960,0.096,0.096,0.096,0.096,0.096
0333,Contents,"Joisted Masonry",0.0440,0.044,0.044,0.044,0.044,0.044
0900,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0940,Building,"Fire Res",0.0340,0.034,0.034,0.034,0.034,0.034
0565,Contents,"Joisted Masonry",0.1390,0.139,0.139,0.139,0.139,0.139
0923,Contents,Frame,0.0830,0.083,0.083,0.083,0.083,0.083
3409,Building,"Joisted Masonry",0.1280,0.128,0.128,0.128,0.128,0.128
0841,Contents,Frame,0.2180,0.218,0.218,0.218,0.218,0.218
0844,Contents,"Fire Res",0.1080,0.108,0.108,0.108,0.108,0.108
0322,ABC,"Mas Non-Comb",0.2020,0.202,0.202,0.202,0.202,0.202
0311,Contents,"Joisted Masonry",0.1020,0.102,0.102,0.102,0.102,0.102
1000,Contents,"Mas Non-Comb",0.1030,0.103,0.103,0.103,0.103,0.103
0933,Building,Non-Comb.,0.0700,0.07,0.07,0.07,0.07,0.07
0561,Contents,Non-Comb.,0.1630,0.163,0.163,0.163,0.163,0.163
1752,Contents,"Fire Res",0.0660,0.066,0.066,0.066,0.066,0.066
0757,Contents,Frame,0.1610,0.161,0.161,0.161,0.161,0.161
0341,Building,"Mas Non-Comb",0.0570,0.057,0.057,0.057,0.057,0.057
1752,Building,Non-Comb.,0.0770,0.077,0.077,0.077,0.077,0.077
1220,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0844,Building,Non-Comb.,0.1130,0.113,0.113,0.113,0.113,0.113
0747,Building,Frame,0.0940,0.094,0.094,0.094,0.094,0.094
1400,Contents,"Fire Res",0.2800,0.28,0.28,0.28,0.28,0.28
0841,Building,"Fire Res",0.1250,0.125,0.125,0.125,0.125,0.125
0550,ABC,"Fire Res",0.0000,0,0,0,0,0
0312,ABC,Non-Comb.,0.0000,0,0,0,0,0
0832,Contents,Non-Comb.,0.1370,0.137,0.137,0.137,0.137,0.137
0512,Contents,"Mas Non-Comb",0.1180,0.118,0.118,0.118,0.118,0.118
0844,Building,"Joisted Masonry",0.1270,0.127,0.127,0.127,0.127,0.127
0196,Contents,"Mas Non-Comb",0.0670,0.067,0.067,0.067,0.067,0.067
0564,Building,"Mas Non-Comb",0.1180,0.118,0.118,0.118,0.118,0.118
0196,ABC,Non-Comb.,0.0000,0,0,0,0,0
1211,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0931,Building,"Joisted Masonry",0.0660,0.066,0.066,0.066,0.066,0.066
0952,ABC,Frame,0.0000,0,0,0,0,0
1150,Building,"Fire Res",0.0390,0.039,0.039,0.039,0.039,0.039
0343,Building,Frame,0.0870,0.087,0.087,0.087,0.087,0.087
0331,Building,"Mas Non-Comb",0.0360,0.036,0.036,0.036,0.036,0.036
0912,Contents,Frame,0.3260,0.326,0.326,0.326,0.326,0.326
0077,Building,Non-Comb.,0.0950,0.095,0.095,0.095,0.095,0.095
0323,ABC,Non-Comb.,0.2300,0.23,0.23,0.23,0.23,0.23
0077,Contents,"Mas Non-Comb",0.0940,0.094,0.094,0.094,0.094,0.094
0534,Building,Non-Comb.,0.1650,0.165,0.165,0.165,0.165,0.165
0533,Contents,"Fire Res",0.1290,0.129,0.129,0.129,0.129,0.129
0756,Contents,"Fire Res",0.1130,0.113,0.113,0.113,0.113,0.113
0844,Contents,Frame,0.1550,0.155,0.155,0.155,0.155,0.155
0747,Building,"Mas Non-Comb",0.0610,0.061,0.061,0.061,0.061,0.061
2459,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0742,ABC,Frame,0.0000,0,0,0,0,0
1150,Building,"Mas Non-Comb",0.0430,0.043,0.043,0.043,0.043,0.043
0332,Building,"Fire Res",0.0350,0.035,0.035,0.035,0.035,0.035
0746,ABC,Frame,0.0000,0,0,0,0,0
0834,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0570,ABC,"Fire Res",0.0000,0,0,0,0,0
0196,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0845,Building,"Joisted Masonry",0.0830,0.083,0.083,0.083,0.083,0.083
0323,Building,Non-Comb.,0.1240,0.124,0.124,0.124,0.124,0.124
0834,Building,"Fire Res",0.1230,0.123,0.123,0.123,0.123,0.123
0580,Building,"Fire Res",0.0730,0.073,0.073,0.073,0.073,0.073
0545,Building,"Mas Non-Comb",0.2680,0.268,0.268,0.268,0.268,0.268
0933,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0323,ABC,"Fire Res",0.1900,0.19,0.19,0.19,0.19,0.19
1230,Contents,"Joisted Masonry",0.1350,0.135,0.135,0.135,0.135,0.135
0755,Building,"Joisted Masonry",0.3110,0.311,0.311,0.311,0.311,0.311
0911,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0702,ABC,"Fire Res",0.1010,0.101,0.101,0.101,0.101,0.101
0333,Building,"Mas Non-Comb",0.0360,0.036,0.036,0.036,0.036,0.036
0921,Building,"Mas Non-Comb",0.0670,0.067,0.067,0.067,0.067,0.067
0567,Building,Frame,0.1220,0.122,0.122,0.122,0.122,0.122
0747,Contents,"Joisted Masonry",0.0920,0.092,0.092,0.092,0.092,0.092
1212,Building,"Joisted Masonry",0.1090,0.109,0.109,0.109,0.109,0.109
1051,Building,"Mas Non-Comb",0.0640,0.064,0.064,0.064,0.064,0.064
1051,Contents,"Mas Non-Comb",0.0950,0.095,0.095,0.095,0.095,0.095
1000,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0323,Building,Frame,0.1550,0.155,0.155,0.155,0.155,0.155
0075,ABC,"Fire Res",0.0000,0,0,0,0,0
0561,Contents,"Fire Res",0.1340,0.134,0.134,0.134,0.134,0.134
0311,Building,Frame,0.1000,0.1,0.1,0.1,0.1,0.1
0075,ABC,Non-Comb.,0.0000,0,0,0,0,0
0541,Contents,"Fire Res",0.2630,0.263,0.263,0.263,0.263,0.263
0566,Building,"Fire Res",0.0820,0.082,0.082,0.082,0.082,0.082
0757,Contents,"Mas Non-Comb",0.1210,0.121,0.121,0.121,0.121,0.121
0843,Building,Non-Comb.,0.0830,0.083,0.083,0.083,0.083,0.083
0940,Contents,Non-Comb.,0.0590,0.059,0.059,0.059,0.059,0.059
0755,Building,Non-Comb.,0.2770,0.277,0.277,0.277,0.277,0.277
0341,ABC,Non-Comb.,0.0990,0.099,0.099,0.099,0.099,0.099
0933,Building,Frame,0.0890,0.089,0.089,0.089,0.089,0.089
0331,Contents,"Mas Non-Comb",0.0370,0.037,0.037,0.037,0.037,0.037
1052,ABC,"Fire Res",0.0000,0,0,0,0,0
0566,Building,Frame,0.1360,0.136,0.136,0.136,0.136,0.136
1700,ABC,Non-Comb.,0.0170,0.017,0.017,0.017,0.017,0.017
0322,Contents,Non-Comb.,0.1960,0.196,0.196,0.196,0.196,0.196
0843,Contents,Non-Comb.,0.0940,0.094,0.094,0.094,0.094,0.094
1211,Building,"Fire Res",0.0920,0.092,0.092,0.092,0.092,0.092
0831,Building,Non-Comb.,0.0940,0.094,0.094,0.094,0.094,0.094
0078,Contents,"Mas Non-Comb",0.0940,0.094,0.094,0.094,0.094,0.094
0922,Building,Frame,0.1150,0.115,0.115,0.115,0.115,0.115
4809,Building,"Fire Res",0.0660,0.066,0.066,0.066,0.066,0.066
0311,Contents,"Fire Res",0.0800,0.08,0.08,0.08,0.08,0.08
0911,Contents,"Joisted Masonry",0.2130,0.213,0.213,0.213,0.213,0.213
0512,Contents,Frame,0.1580,0.158,0.158,0.158,0.158,0.158
0932,Contents,"Joisted Masonry",0.1150,0.115,0.115,0.115,0.115,0.115
0851,Building,"Mas Non-Comb",0.0320,0.032,0.032,0.032,0.032,0.032
0921,ABC,"Fire Res",0.0000,0,0,0,0,0
0341,ABC,"Mas Non-Comb",0.0870,0.087,0.087,0.087,0.087,0.087
0743,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1213,Contents,"Joisted Masonry",0.1270,0.127,0.127,0.127,0.127,0.127
0913,Building,"Joisted Masonry",0.1560,0.156,0.156,0.156,0.156,0.156
1751,Contents,Frame,0.1340,0.134,0.134,0.134,0.134,0.134
1211,Contents,"Fire Res",0.1250,0.125,0.125,0.125,0.125,0.125
0534,ABC,"Fire Res",0.0000,0,0,0,0,0
0074,Building,Non-Comb.,0.1050,0.105,0.105,0.105,0.105,0.105
4809,ABC,Non-Comb.,0.0000,0,0,0,0,0
0564,ABC,Frame,0.0000,0,0,0,0,0
0075,Building,"Fire Res",0.0780,0.078,0.078,0.078,0.078,0.078
0747,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0341,Contents,Non-Comb.,0.0840,0.084,0.084,0.084,0.084,0.084
1700,Building,"Joisted Masonry",0.1440,0.144,0.144,0.144,0.144,0.144
0582,ABC,Non-Comb.,0.1560,0.156,0.156,0.156,0.156,0.156
2200,ABC,Non-Comb.,0.0000,0,0,0,0,0
0952,Building,"Joisted Masonry",0.1230,0.123,0.123,0.123,0.123,0.123
0563,Building,Frame,0.1310,0.131,0.131,0.131,0.131,0.131
0756,Contents,Frame,0.1610,0.161,0.161,0.161,0.161,0.161
0745,ABC,Frame,0.0000,0,0,0,0,0
0940,Contents,"Fire Res",0.0490,0.049,0.049,0.049,0.049,0.049
0342,Contents,Frame,0.0990,0.099,0.099,0.099,0.099,0.099
0746,ABC,Non-Comb.,0.0000,0,0,0,0,0
0911,ABC,Frame,0.0000,0,0,0,0,0
1400,Contents,"Mas Non-Comb",0.3010,0.301,0.301,0.301,0.301,0.301
0563,Building,"Fire Res",0.0790,0.079,0.079,0.079,0.079,0.079
1230,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0951,ABC,Frame,0.0000,0,0,0,0,0
0074,Contents,"Joisted Masonry",0.1190,0.119,0.119,0.119,0.119,0.119
0851,ABC,Frame,0.0000,0,0,0,0,0
0564,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0852,ABC,Frame,0.0000,0,0,0,0,0
0701,ABC,"Fire Res",0.1440,0.144,0.144,0.144,0.144,0.144
2800,Contents,"Joisted Masonry",0.2330,0.233,0.233,0.233,0.233,0.233
1650,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0580,Building,Frame,0.1220,0.122,0.122,0.122,0.122,0.122
0940,Building,"Mas Non-Comb",0.0370,0.037,0.037,0.037,0.037,0.037
0563,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0564,Building,"Joisted Masonry",0.1630,0.163,0.163,0.163,0.163,0.163
0757,ABC,"Fire Res",0.0000,0,0,0,0,0
0951,Building,Non-Comb.,0.3240,0.324,0.324,0.324,0.324,0.324
0912,Building,"Fire Res",0.1580,0.158,0.158,0.158,0.158,0.158
1211,ABC,Frame,0.0000,0,0,0,0,0
1052,Building,"Fire Res",0.0620,0.062,0.062,0.062,0.062,0.062
1700,Building,Non-Comb.,0.1290,0.129,0.129,0.129,0.129,0.129
0562,Contents,Frame,0.2120,0.212,0.212,0.212,0.212,0.212
0520,Building,"Fire Res",0.0860,0.086,0.086,0.086,0.086,0.086
0321,Building,Non-Comb.,0.1240,0.124,0.124,0.124,0.124,0.124
0921,Building,Non-Comb.,0.0830,0.083,0.083,0.083,0.083,0.083
0745,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0931,ABC,"Fire Res",0.0000,0,0,0,0,0
0846,Contents,Frame,0.1920,0.192,0.192,0.192,0.192,0.192
4809,Building,"Joisted Masonry",0.0980,0.098,0.098,0.098,0.098,0.098
0567,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0934,Contents,"Fire Res",0.0960,0.096,0.096,0.096,0.096,0.096
0940,ABC,Frame,0.0000,0,0,0,0,0
0197,Contents,"Fire Res",0.0630,0.063,0.063,0.063,0.063,0.063
0196,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0321,ABC,Non-Comb.,0.2300,0.23,0.23,0.23,0.23,0.23
1150,Building,"Joisted Masonry",0.0590,0.059,0.059,0.059,0.059,0.059
1700,Contents,"Fire Res",0.1710,0.171,0.171,0.171,0.171,0.171
0550,Building,"Fire Res",0.0670,0.067,0.067,0.067,0.067,0.067
1150,Building,Frame,0.0660,0.066,0.066,0.066,0.066,0.066
0581,ABC,"Mas Non-Comb",0.1540,0.154,0.154,0.154,0.154,0.154
0841,Contents,"Mas Non-Comb",0.1630,0.163,0.163,0.163,0.163,0.163
0746,Building,"Mas Non-Comb",0.0610,0.061,0.061,0.061,0.061,0.061
2200,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0743,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0564,Contents,Non-Comb.,0.2360,0.236,0.236,0.236,0.236,0.236
0913,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0845,Contents,"Fire Res",0.0750,0.075,0.075,0.075,0.075,0.075
1650,ABC,Non-Comb.,0.0180,0.018,0.018,0.018,0.018,0.018
0841,Building,"Joisted Masonry",0.1890,0.189,0.189,0.189,0.189,0.189
2350,Contents,Non-Comb.,0.2500,0.25,0.25,0.25,0.25,0.25
1211,Building,Non-Comb.,0.1220,0.122,0.122,0.122,0.122,0.122
0567,Contents,"Fire Res",0.1250,0.125,0.125,0.125,0.125,0.125
4809,Building,"Mas Non-Comb",0.0710,0.071,0.071,0.071,0.071,0.071
0550,Contents,"Joisted Masonry",0.1720,0.172,0.172,0.172,0.172,0.172
0566,Building,Non-Comb.,0.1090,0.109,0.109,0.109,0.109,0.109
0534,Contents,"Mas Non-Comb",0.1450,0.145,0.145,0.145,0.145,0.145
0952,Contents,"Mas Non-Comb",0.1470,0.147,0.147,0.147,0.147,0.147
0074,ABC,Frame,0.0000,0,0,0,0,0
0845,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0744,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0844,ABC,"Fire Res",0.0000,0,0,0,0,0
0078,Contents,"Joisted Masonry",0.1130,0.113,0.113,0.113,0.113,0.113
0833,Contents,"Mas Non-Comb",0.1130,0.113,0.113,0.113,0.113,0.113
0702,Contents,"Fire Res",0.0810,0.081,0.081,0.081,0.081,0.081
0755,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0923,Contents,"Joisted Masonry",0.0740,0.074,0.074,0.074,0.074,0.074
0541,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0562,ABC,"Fire Res",0.0000,0,0,0,0,0
0846,Building,Frame,0.1940,0.194,0.194,0.194,0.194,0.194
0562,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0933,Contents,"Joisted Masonry",0.1000,0.1,0.1,0.1,0.1,0.1
0756,Contents,Non-Comb.,0.1370,0.137,0.137,0.137,0.137,0.137
0333,ABC,Non-Comb.,0.0000,0,0,0,0,0
0913,Contents,"Fire Res",0.1420,0.142,0.142,0.142,0.142,0.142
1070,Contents,"Mas Non-Comb",0.1340,0.134,0.134,0.134,0.134,0.134
0845,ABC,Frame,0.0000,0,0,0,0,0
0565,Contents,"Fire Res",0.1080,0.108,0.108,0.108,0.108,0.108
0342,Building,"Fire Res",0.0520,0.052,0.052,0.052,0.052,0.052
0512,ABC,"Fire Res",0.0000,0,0,0,0,0
0565,Contents,Non-Comb.,0.1300,0.13,0.13,0.13,0.13,0.13
0077,Contents,Non-Comb.,0.1060,0.106,0.106,0.106,0.106,0.106
1212,Contents,"Joisted Masonry",0.1340,0.134,0.134,0.134,0.134,0.134
0333,Contents,Non-Comb.,0.0420,0.042,0.042,0.042,0.042,0.042
0512,Building,Frame,0.1160,0.116,0.116,0.116,0.116,0.116
0196,Contents,Non-Comb.,0.0750,0.075,0.075,0.075,0.075,0.075
1052,Building,"Joisted Masonry",0.0930,0.093,0.093,0.093,0.093,0.093
0321,Contents,Frame,0.2310,0.231,0.231,0.231,0.231,0.231
0343,ABC,"Joisted Masonry",0.1050,0.105,0.105,0.105,0.105,0.105
0844,Contents,"Joisted Masonry",0.1390,0.139,0.139,0.139,0.139,0.139
0531,ABC,Non-Comb.,0.0000,0,0,0,0,0
0921,Contents,Non-Comb.,0.1050,0.105,0.105,0.105,0.105,0.105
0922,ABC,"Fire Res",0.0000,0,0,0,0,0
0745,Building,Frame,0.0940,0.094,0.094,0.094,0.094,0.094
0841,ABC,Frame,0.0000,0,0,0,0,0
0321,ABC,"Joisted Masonry",0.2420,0.242,0.242,0.242,0.242,0.242
0933,Contents,"Fire Res",0.0780,0.078,0.078,0.078,0.078,0.078
0511,Building,"Joisted Masonry",0.1090,0.109,0.109,0.109,0.109,0.109
0581,Building,"Joisted Masonry",0.1160,0.116,0.116,0.116,0.116,0.116
0534,Building,Frame,0.2060,0.206,0.206,0.206,0.206,0.206
0562,ABC,Frame,0.0000,0,0,0,0,0
1220,Contents,"Mas Non-Comb",0.1170,0.117,0.117,0.117,0.117,0.117
0952,Contents,"Fire Res",0.1370,0.137,0.137,0.137,0.137,0.137
0545,Contents,"Fire Res",0.3260,0.326,0.326,0.326,0.326,0.326
1212,Building,"Fire Res",0.0730,0.073,0.073,0.073,0.073,0.073
2800,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0755,ABC,"Fire Res",0.0000,0,0,0,0,0
0833,ABC,Frame,0.0000,0,0,0,0,0
0565,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0744,Building,"Fire Res",0.1310,0.131,0.131,0.131,0.131,0.131
0570,Building,Frame,0.1220,0.122,0.122,0.122,0.122,0.122
0076,Contents,Non-Comb.,0.1130,0.113,0.113,0.113,0.113,0.113
0541,Building,"Mas Non-Comb",0.2280,0.228,0.228,0.228,0.228,0.228
0701,ABC,"Joisted Masonry",0.1860,0.186,0.186,0.186,0.186,0.186
0075,Contents,"Joisted Masonry",0.1190,0.119,0.119,0.119,0.119,0.119
4809,Building,Non-Comb.,0.0870,0.087,0.087,0.087,0.087,0.087
0341,ABC,"Fire Res",0.0820,0.082,0.082,0.082,0.082,0.082
